"","x"
"1",-0.0390356963992113
"2",-0.00275462864312885
"3",0.00045033014861996
"4",0.0265866541340286
"5",0.0140021630086075
"6",-0.0117337386689234
"7",-0.00595023481228295
"8",0.0112158872113495
"9",0.0117155267477503
"10",-0.00570108745220813
"11",-0.000334895590177609
"12",-0.00735380653157756
"13",-0.0039616888591423
"14",-0.0286743221565369
"15",0.00254003706912235
"16",-0.00411743324016661
"17",-0.00461829582802169
"18",-0.0285690883555331
"19",0.0214107653906916
"20",0.0128550968165489
"21",0.00117008632477284
"22",0.011121575105283
"23",0.000667043778894029
"24",-0.000212759541803585
"25",0.0119778712193562
"26",-0.0198547915965828
"27",0.00113567494860784
"28",-0.0212524276762476
"29",-0.000619603567005734
"30",0.00841238329401869
"31",-0.00953364376081637
"32",-0.000873797583288062
"33",-0.0311416569321931
"34",0.000714503653209252
"35",0.0061751139334744
"36",-0.0048327758900106
"37",-0.015695513742952
"38",0.00894965470663972
"39",0.0143763914222736
"40",0.0107644291204847
"41",0.00290553017793672
"42",0.0197799445878148
"43",-0.0106889928690085
"44",-0.027400241289285
"45",0.0047824411984127
"46",0.0256423803250893
"47",-0.00196979323336741
"48",-0.00867074443057929
"49",-0.0190405309990795
"50",0.0215970295297994
"51",0.0488413063771668
"52",0.0095449196723396
"53",-0.00447290972981243
"54",0.0245298368396714
"55",0.00715958529309978
"56",0.0182676832518923
"57",0.00198408233207514
"58",-0.0023306963870873
"59",-0.0111069124805064
"60",-0.000954220889747449
"61",-0.0140533765276501
"62",0.0053201697921036
"63",0.00534099551844431
"64",-0.0070719828377643
"65",-0.0059500012838984
"66",0.00846719227221663
"67",0.0107314003059552
"68",-0.00683068621303363
"69",-0.00356293396339998
"70",-0.0231287628765065
"71",-0.0212042679709468
"72",-0.0626844060462052
"73",0.0251181246827033
"74",0.0309798032438976
"75",-0.00648102344391592
"76",0.00398896823510428
"77",-0.00300141695004485
"78",0.0321908515661322
"79",-0.00767421681797913
"80",0.00159662643917425
"81",-0.00857233125062694
"82",0.00964693070963476
"83",-0.0141493858369563
"84",-0.0236336799499281
"85",-0.00683743810397496
"86",0.0152472188079796
"87",-0.00435622405075865
"88",-0.00918547402290822
"89",-0.0220707504861819
"90",0.0150014935566175
"91",0.0108390979247237
"92",0.0229094334742951
"93",0.0118223195221001
"94",-0.0113557023806579
"95",-0.00885151778574906
"96",-0.0224949588608087
"97",-0.00722952869290716
"98",-0.02038764258684
"99",0.0156204388076182
"100",-0.0109963033174819
"101",-0.00400615073114638
"102",0.0310770705807154
"103",0.00209253919162655
"104",0.0197016688995942
"105",0.0215253502905786
"106",-0.00425483941012265
"107",-0.00738528760592281
"108",0.00818345738648123
"109",-0.00585664322978595
"110",-0.0041085992132504
"111",-0.00821310549143552
"112",0.0149368065826072
"113",0.00227929217026273
"114",0.00561773603076775
"115",-0.00924471397461752
"116",0.0133365155883449
"117",-0.00543967167569383
"118",0.00132498100259665
"119",-0.0184298187586581
"120",-0.00972010934701883
"121",0.00823445100104423
"122",-0.00251882967546472
"123",0.00245065042148308
"124",-0.00849302795401957
"125",0.00725218049353114
"126",0.0108620744185846
"127",-0.0149324663543444
"128",0.0052699037262888
"129",0.0155617458266978
"130",-0.000620334333081337
"131",0.00328706646969256
"132",0.00828127382644279
"133",0.00271366703455372
"134",0.00952401808690825
"135",0.00124103171346489
"136",-0.0112058840786786
"137",-0.00940781965569267
"138",0.00786211884756978
"139",-0.00962270393422016
"140",-0.0121090152515602
"141",0.00533605374451399
"142",-0.0146443182137864
"143",-0.00381804925098729
"144",-0.0213554563627738
"145",0.00501402792427061
"146",0.00545623754149784
"147",0.000850144673380606
"148",0.00948857717645082
"149",0.00801343549998983
"150",0.0118685433049097
"151",0.00352252159412476
"152",-0.00651120756141139
"153",-0.00955390627230905
"154",0.00660794437930557
"155",0.013878674594078
"156",-0.0033863792683297
"157",-0.00368036953087193
"158",0.0102807967546424
"159",-0.00191962753224042
"160",0.0047685505145319
"161",-0.000545480466749437
"162",0.00495951733891594
"163",0.00192957616588359
"164",-0.00120816893742684
"165",0.00472281915279214
"166",-0.0024611283481418
"167",-0.00529464471855825
"168",0.00918577942236505
"169",0.00290007885602125
"170",-0.00890593566087945
"171",-0.011114048477872
"172",0.00537466229462173
"173",-0.00491796019507299
"174",-0.00427748102398208
"175",-0.00558231746476329
"176",0.00112879653356596
"177",-0.00278866011384323
"178",-0.0107399924766916
"179",-0.0160733963885349
"180",0.00854814021277244
"181",-0.00508564152418407
"182",-0.00236433978799073
"183",-0.000695525574065913
"184",-0.00698681783967747
"185",-0.00925041182046748
"186",-0.00171108977416623
"187",0.0216002000159533
"188",-0.0127489716189156
"189",-0.00186823039688828
"190",-0.00723444284961575
"191",0.00446406572449818
"192",0.00168688208194394
"193",-0.0191854563432986
"194",-0.00736389151358335
"195",-0.0118054619579707
"196",-0.017861096152854
"197",-0.0280963436345606
"198",0.0293999545648505
"199",0.00353333684518919
"200",-0.0178897303126998
"201",-0.00808719186377702
"202",0.0330276887716496
"203",0.00948588828272889
"204",6.82464452723239e-05
"205",0.00149199011133149
"206",-0.0240780867514926
"207",-0.00331400249559618
"208",0.0104620291860212
"209",0.0147485900926186
"210",0.02324501496438
