"","x"
"1",0.0483052376590549
"2",-0.00499061083335387
"3",-0.0277908203885741
"4",-0.00544431507913974
"5",0.00312936628167718
"6",0.00972206578299483
"7",0.0111893092612275
"8",-0.00537198668138249
"9",0.00534280333858926
"10",0.00259007862903616
"11",0.0138633669064779
"12",-0.00260254631265108
"13",-0.000376893815600283
"14",0.0127027203058469
"15",0.00417444485152629
"16",-0.00480713764807322
"17",-0.00272013908314679
"18",0.00626552332438932
"19",0.00753396509380356
"20",-0.00499907204867577
"21",0.00456185162448773
"22",-0.0172607326959154
"23",0.00122998207437033
"24",-0.00145744635661388
"25",-0.00886331103284681
"26",-0.00753921660015299
"27",-0.0144955243566136
"28",0.00983284624523753
"29",-0.00761894406389267
"30",-0.00341487028279683
"31",0.0075156720210829
"32",-0.0183809413269253
"33",-0.0200158609219564
"34",-0.0211827453708074
"35",-0.00459693135348214
"36",-0.006199671619933
"37",0.0163890025028091
"38",-0.00588730441132451
"39",-0.0154779281196148
"40",-0.00100427927284598
"41",-0.00592815693980517
"42",0.00489910105883142
"43",0.0103432502429448
"44",0.00741661436433545
"45",0.00285085835325202
"46",-0.02500835392885
"47",-0.0474088726349076
"48",0.00895342355563404
"49",-0.0249747924618403
"50",0.00251804039438874
"51",-0.0195437654472739
"52",0.0148526760719056
"53",-0.0226501977060697
"54",-0.021173701656799
"55",-0.00667712470394474
"56",0.0188308321178385
"57",0.013312276625196
"58",0.026491226993438
"59",-0.0218475264407542
"60",-0.00770481612528608
"61",0.00974873223171168
"62",-0.0115394260487126
"63",-0.036696780616702
"64",-0.00747535487154709
"65",0.0418978481927118
"66",-0.0153053899166645
"67",0.00568597729498632
"68",0.0273054676296566
"69",0.000890831699610483
"70",0.0146684011521592
"71",-0.00167854520280146
"72",0.00968906086265839
"73",0.0391192777987913
"74",0.0169024366444365
"75",-0.00706303737168112
"76",-0.0162835640520549
"77",-0.0143696718328989
"78",0.0139725013730071
"79",0.00625103779457588
"80",0.0153155880927244
"81",-0.00128321620687402
"82",0.0130032871148009
"83",0.00214531773074398
"84",-0.015050784888685
"85",0.012281591284594
"86",-0.00107530415079309
"87",-0.00228653485742063
"88",-0.00498530445316399
"89",-0.00109858381082932
"90",-0.0079267856198686
"91",0.00142764645294024
"92",0.000423540750423554
"93",0.0278664879121205
"94",0.00586193343382091
"95",0.00296014336468891
"96",0.0161257693398885
"97",-0.00092753191806754
"98",-0.0161077360352446
"99",0.00103252181369659
"100",-0.0118648820015491
"101",-0.00950047387557728
"102",-0.0170620347163432
"103",0.0039604306560537
"104",0.00423404177745438
"105",0.0053436680842882
"106",0.0132972815625847
"107",-0.00926121714291343
"108",0.00399724348770232
"109",-0.00910693272356694
"110",-0.0097532371231838
"111",-0.0001698948119976
"112",-0.0115878791199828
"113",-0.0192864489263492
"114",-0.00699611458856805
"115",-0.00582502780408759
"116",0.00254290673477455
"117",0.00879465475957823
"118",0.0121160198587137
"119",-0.00832108295439566
"120",-0.00684394681700254
"121",-0.00249505585571326
"122",-0.00516665020948112
"123",0.0115814369931731
"124",-0.000239305577149029
"125",0.0096420517741401
"126",-0.000881104011233604
"127",-0.0128039760053795
"128",-0.0255411326883635
"129",0.00363841604771706
"130",-0.0140992719809108
"131",-0.00310492704759849
"132",0.0229242152120298
"133",0.00878490734364145
"134",-0.0102817705092616
"135",0.0083971465648685
"136",-0.00468512196207322
"137",0.00517317963050694
"138",-0.00299775132039219
"139",-0.0171341615572054
"140",-0.0186773500391994
"141",0.0135971623113708
"142",0.0119484148306609
"143",0.00350659297012179
"144",-0.000964316684083173
"145",0.00519164049108803
"146",0.00428383756732995
"147",0.00420851510031623
"148",-0.00500325016692611
"149",-0.0123482296851318
"150",0.00158145546594947
"151",-0.0174225419032393
"152",-0.00243466630938279
"153",0.00528499476701927
"154",0.00137268413209388
"155",-0.00393564744686247
"156",-0.00807587959083216
"157",0.00191364389883024
"158",-0.016737761697012
"159",0.00582343219046833
"160",-0.0115453672561397
"161",0.0052577786122846
"162",-0.0022652837262869
"163",0.0189182296422179
"164",-0.00275664562540824
"165",-0.0158284289469334
"166",-0.0132863559932264
"167",-0.0188981380136292
"168",0.0016051179653387
"169",-0.000457788151507685
"170",-0.00136161767309994
"171",-0.023030113346904
"172",-0.021813169963027
"173",0.00351862884239822
"174",-0.0501124713679553
"175",-0.012143807675629
"176",-0.0175527031209158
"177",-0.0338321413646656
"178",-0.0234046407896379
"179",0.0354370433471183
"180",0.012973830641765
"181",-0.00411756011405423
"182",0.0106188662574533
"183",0.0227803266964896
"184",0.000147115579854341
"185",0.0118541131800992
"186",0.0209486428064653
"187",-0.000257888068743933
"188",0.00122383635617491
"189",-0.0084452043218199
"190",-0.00662680670118467
"191",0.0217174040079735
"192",0.0175409038311695
"193",-0.00355395245332723
"194",-0.00230951764657125
"195",0.00644209941469513
"196",-0.0182394374179704
"197",-0.0103854684375951
"198",0.0032080558049836
"199",0.0154129630688052
"200",-0.00309941570206936
"201",-0.000329068845655125
"202",0.0133933704505592
"203",0.00549494580425205
"204",-0.0237699587652746
"205",-0.0204502986279761
"206",-0.00252411407008649
"207",0.0223026267026562
"208",0.00533696663395026
"209",0.0145319936275011
"210",0.0159234192361243
"211",-0.00114775283294411
"212",0.00197362140012988
"213",0.00161031890838791
"214",-0.00181580198036031
"215",0.0179368301471781
"216",0.00381744411740617
"217",0.00100036217593001
"218",-0.00327288627815937
"219",0.0102122780554746
"220",-0.00628960141621398
"221",-0.00600493280665824
"222",0.0107393552753301
"223",0.00725146356239306
"224",-0.00629965867042688
"225",-0.0194573365289199
"226",0.00776955515650019
"227",0.000201345790487459
"228",-0.0086862282862537
"229",0.0118277259555586
"230",0.023343781594944
"231",-0.000278016419134526
"232",-0.00799140965193522
"233",-0.0171740460871369
