,0
0,0.09704097
1,0.20574479
2,0.054806307
3,0.13597289
4,0.21018903
5,0.11312382
6,0.109720126
7,0.084264256
8,0.10978176
9,0.11690742
10,0.07173915
11,0.0746616
12,0.079195105
13,0.112946376
14,0.1497696
15,0.084155366
16,0.07198344
17,0.114521325
18,0.1794045
19,0.19906257
20,0.08343653
21,0.077048354
22,0.08696298
23,0.05784952
24,0.07990283
25,0.11985932
26,0.12154397
27,0.09526823
28,0.1277652
29,0.06897264
30,0.104848176
31,0.08750612
32,0.11740838
33,0.163343
34,0.06902994
35,0.08465466
36,0.09344858
37,0.11263214
38,0.11678782
39,0.12096642
40,0.07377347
41,0.10744123
42,0.15202864
43,0.1337278
44,0.1516434
45,0.13260566
46,0.18836057
47,0.08237574
48,0.10417667
49,0.15662754
50,0.18356891
51,0.32070908
52,0.08085611
53,0.13970073
54,0.16035661
55,0.09710245
56,0.115258366
57,0.04551108
58,0.07745057
59,0.079305716
60,0.08268374
61,0.094334394
62,0.065136164
63,0.08688906
64,0.081528075
65,0.07320832
66,0.08934981
67,0.10439767
68,0.07180135
69,0.10074736
70,0.1598532
71,0.14110924
72,0.28298065
73,0.2809264
74,0.19468568
75,0.08531436
76,0.073953435
77,0.17011707
78,0.21525921
79,0.08344114
80,0.08380613
81,0.0877023
82,0.1138334
83,0.13067721
84,0.14456268
85,0.100875586
86,0.14321046
87,0.08943769
88,0.10822868
89,0.14320847
90,0.14596072
91,0.12235838
92,0.17017241
93,0.10548101
94,0.11153722
95,0.105207786
96,0.14209282
97,0.09731701
98,0.1407888
99,0.14560233
100,0.100365415
101,0.16215537
102,0.21263887
103,0.11086561
104,0.17751665
105,0.15165018
106,0.087812155
107,0.077661134
108,0.10899006
109,0.075832106
110,0.07941114
111,0.10402812
112,0.10440667
113,0.056544743
114,0.09162876
115,0.10150774
116,0.12907843
117,0.067320764
118,0.08900062
119,0.1378475
120,0.08103059
121,0.09081767
122,0.060124256
123,0.08498327
124,0.08216916
