"","x"
"1",-0.000651494619643763
"2",-0.000661983458918853
"3",-0.00061296384945892
"4",-0.00114662877824744
"5",-0.000881678665128423
"6",-0.00117028148882924
"7",-0.000952009767637541
"8",-0.000733425832886493
"9",-0.00266865877374074
"10",-0.00124464709042497
"11",-0.000895787597569035
